articulograph,position,trial,sensor,coordinate,SD
VOX,p15,t3,s3,pitch,0.0119
VOX,p15,t3,s4,pitch,0.002
VOX,p15,t3,s5,pitch,0.0062
VOX,p15,t3,s6,pitch,0.002
VOX,p15,t3,s7,pitch,0.0154
VOX,p15,t3,s8,pitch,0.0031
WAVE,p15,t3,s1,yaw,0.0029
WAVE,p15,t3,s2,yaw,0.0071
WAVE,p15,t3,s3,yaw,0.032
WAVE,p15,t3,s4,yaw,0.0045
WAVE,p15,t3,s5,yaw,0.0023
WAVE,p15,t3,s6,yaw,0.0157
WAVE,p15,t3,s7,yaw,0.0853
WAVE,p15,t3,s8,yaw,0.0134
VOX,p15,t3,s1,yaw,0.2401
VOX,p15,t3,s2,yaw,0.0001
VOX,p15,t3,s3,yaw,0.1553
VOX,p15,t3,s4,yaw,0
VOX,p15,t3,s5,yaw,0.1109
VOX,p15,t3,s6,yaw,0.0002
VOX,p15,t3,s7,yaw,0.2055
VOX,p15,t3,s8,yaw,0.0003
WAVE,p16,t3,s1,Qx,0.0078
WAVE,p16,t3,s2,Qx,0.0059
WAVE,p16,t3,s3,Qx,0.0037
WAVE,p16,t3,s4,Qx,0.0052
WAVE,p16,t3,s5,Qx,0.0057
WAVE,p16,t3,s6,Qx,0.0106
WAVE,p16,t3,s7,Qx,0.0067
WAVE,p16,t3,s8,Qx,0.0141
VOX,p16,t3,s1,Qx,0.0025
VOX,p16,t3,s2,Qx,0.0027
VOX,p16,t3,s3,Qx,0.0017
VOX,p16,t3,s4,Qx,0.0019
VOX,p16,t3,s5,Qx,0.0069
VOX,p16,t3,s6,Qx,0.0032
VOX,p16,t3,s7,Qx,0.0235
VOX,p16,t3,s8,Qx,0.0073
WAVE,p16,t3,s1,Qy,0.0084
WAVE,p16,t3,s2,Qy,0.0071
WAVE,p16,t3,s3,Qy,0.0028
WAVE,p16,t3,s4,Qy,0.0046
WAVE,p16,t3,s5,Qy,0.0028
WAVE,p16,t3,s6,Qy,0.0067
WAVE,p16,t3,s7,Qy,0.0088
WAVE,p16,t3,s8,Qy,0.0088
VOX,p16,t3,s1,Qy,0.0014
VOX,p16,t3,s2,Qy,0.0022
VOX,p16,t3,s3,Qy,0.0018
VOX,p16,t3,s4,Qy,0.0021
VOX,p16,t3,s5,Qy,0.0081
VOX,p16,t3,s6,Qy,0.004
VOX,p16,t3,s7,Qy,0.0161
VOX,p16,t3,s8,Qy,0.0094
WAVE,p16,t3,s1,Qz,0.015
WAVE,p16,t3,s2,Qz,0.0175
WAVE,p16,t3,s3,Qz,0.0069
WAVE,p16,t3,s4,Qz,0.017
WAVE,p16,t3,s5,Qz,0.0063
WAVE,p16,t3,s6,Qz,0.0103
WAVE,p16,t3,s7,Qz,0.0074
WAVE,p16,t3,s8,Qz,0.026
VOX,p16,t3,s1,Qz,0.0023
VOX,p16,t3,s2,Qz,0.0023
VOX,p16,t3,s3,Qz,0.0023
VOX,p16,t3,s4,Qz,0.0026
VOX,p16,t3,s5,Qz,0.0101
VOX,p16,t3,s6,Qz,0.0032
VOX,p16,t3,s7,Qz,0.0089
VOX,p16,t3,s8,Qz,0.005
WAVE,p16,t3,s1,pitch,0.0032
WAVE,p16,t3,s2,pitch,0.0021
WAVE,p16,t3,s3,pitch,0.0015
WAVE,p16,t3,s4,pitch,0.0025
WAVE,p16,t3,s5,pitch,0.0021
WAVE,p16,t3,s6,pitch,0.0027
WAVE,p16,t3,s7,pitch,0.0076
WAVE,p16,t3,s8,pitch,0.007
VOX,p16,t3,s1,pitch,0.0029
VOX,p16,t3,s2,pitch,0.0028
VOX,p16,t3,s3,pitch,0.0022
VOX,p16,t3,s4,pitch,0.0021
VOX,p16,t3,s5,pitch,0.0087
VOX,p16,t3,s6,pitch,0.0021
VOX,p16,t3,s7,pitch,0.015
VOX,p16,t3,s8,pitch,0.0051
WAVE,p16,t3,s1,yaw,0.0049
WAVE,p16,t3,s2,yaw,0.0033
WAVE,p16,t3,s3,yaw,0.0269
WAVE,p16,t3,s4,yaw,0.0027
WAVE,p16,t3,s5,yaw,0.0039
WAVE,p16,t3,s6,yaw,0.0188
WAVE,p16,t3,s7,yaw,0.0634
WAVE,p16,t3,s8,yaw,0.0174
VOX,p16,t3,s1,yaw,0.0553
VOX,p16,t3,s2,yaw,0.0002
VOX,p16,t3,s3,yaw,0.026
VOX,p16,t3,s4,yaw,0.0001
VOX,p16,t3,s5,yaw,0.158
VOX,p16,t3,s6,yaw,0.0002
VOX,p16,t3,s7,yaw,0.1892
VOX,p16,t3,s8,yaw,0.0003
WAVE,p1,t4,s1,Qx,0.0131
WAVE,p1,t4,s2,Qx,0.0123
WAVE,p1,t4,s3,Qx,0.0077
WAVE,p1,t4,s4,Qx,0.0149
WAVE,p1,t4,s5,Qx,0.0188
WAVE,p1,t4,s6,Qx,0.0127
WAVE,p1,t4,s7,Qx,0.0084
WAVE,p1,t4,s8,Qx,0.0276
VOX,p1,t4,s1,Qx,0.0185
VOX,p1,t4,s2,Qx,0.0035
VOX,p1,t4,s3,Qx,0.0017
VOX,p1,t4,s4,Qx,0.0021
VOX,p1,t4,s5,Qx,0.0019
VOX,p1,t4,s6,Qx,0.0029
VOX,p1,t4,s7,Qx,0.0024
VOX,p1,t4,s8,Qx,0.0029
WAVE,p1,t4,s1,Qy,0.0098
WAVE,p1,t4,s2,Qy,0.0167
WAVE,p1,t4,s3,Qy,0.0364
WAVE,p1,t4,s4,Qy,0.016
WAVE,p1,t4,s5,Qy,0.012
WAVE,p1,t4,s6,Qy,0.0295
WAVE,p1,t4,s7,Qy,0.0243
WAVE,p1,t4,s8,Qy,0.0386
VOX,p1,t4,s1,Qy,0.0276
VOX,p1,t4,s2,Qy,0.0028
VOX,p1,t4,s3,Qy,0.0018
VOX,p1,t4,s4,Qy,0.0025
VOX,p1,t4,s5,Qy,0.0016
VOX,p1,t4,s6,Qy,0.0025
VOX,p1,t4,s7,Qy,0.002
VOX,p1,t4,s8,Qy,0.0046
WAVE,p1,t4,s1,Qz,0.0247
WAVE,p1,t4,s2,Qz,0.0302
WAVE,p1,t4,s3,Qz,0.0196
WAVE,p1,t4,s4,Qz,0.0141
WAVE,p1,t4,s5,Qz,0.0227
WAVE,p1,t4,s6,Qz,0.0144
WAVE,p1,t4,s7,Qz,0.007
WAVE,p1,t4,s8,Qz,0.0155
VOX,p1,t4,s1,Qz,0.0121
VOX,p1,t4,s2,Qz,0.0025
VOX,p1,t4,s3,Qz,0.0023
VOX,p1,t4,s4,Qz,0.0025
VOX,p1,t4,s5,Qz,0.0013
VOX,p1,t4,s6,Qz,0.0021
VOX,p1,t4,s7,Qz,0.0018
VOX,p1,t4,s8,Qz,0.0056
WAVE,p1,t4,s1,pitch,0.0121
WAVE,p1,t4,s2,pitch,0.0092
WAVE,p1,t4,s3,pitch,0.0082
WAVE,p1,t4,s4,pitch,0.0044
WAVE,p1,t4,s5,pitch,0.0021
WAVE,p1,t4,s6,pitch,0.0042
WAVE,p1,t4,s7,pitch,0.0045
WAVE,p1,t4,s8,pitch,0.0057
VOX,p1,t4,s1,pitch,0.0157
VOX,p1,t4,s2,pitch,0.0027
VOX,p1,t4,s3,pitch,0.0018
VOX,p1,t4,s4,pitch,0.0021
VOX,p1,t4,s5,pitch,0.0019
VOX,p1,t4,s6,pitch,0.0025
VOX,p1,t4,s7,pitch,0.0023
VOX,p1,t4,s8,pitch,0.0031
WAVE,p1,t4,s1,yaw,0.0098
WAVE,p1,t4,s2,yaw,0.022
WAVE,p1,t4,s3,yaw,0.0311
WAVE,p1,t4,s4,yaw,0.0054
WAVE,p1,t4,s5,yaw,0.0109
WAVE,p1,t4,s6,yaw,0.0253
WAVE,p1,t4,s7,yaw,0.1307
WAVE,p1,t4,s8,yaw,0.0171
VOX,p1,t4,s1,yaw,0.8353
VOX,p1,t4,s2,yaw,0.0002
VOX,p1,t4,s3,yaw,0.0255
VOX,p1,t4,s4,yaw,0
VOX,p1,t4,s5,yaw,0.0294
VOX,p1,t4,s6,yaw,0.0002
VOX,p1,t4,s7,yaw,0.0303
VOX,p1,t4,s8,yaw,0.0003
WAVE,p2,t4,s1,Qx,0.0219
WAVE,p2,t4,s2,Qx,0.0299
WAVE,p2,t4,s3,Qx,0.0092
WAVE,p2,t4,s4,Qx,0.0342
WAVE,p2,t4,s5,Qx,0.031
WAVE,p2,t4,s6,Qx,0.0243
WAVE,p2,t4,s7,Qx,0.0173
WAVE,p2,t4,s8,Qx,0.0444
VOX,p2,t4,s1,Qx,0.0049
VOX,p2,t4,s2,Qx,0.0056
VOX,p2,t4,s3,Qx,0.0037
VOX,p2,t4,s4,Qx,0.0038
VOX,p2,t4,s5,Qx,0.0031
VOX,p2,t4,s6,Qx,0.0051
VOX,p2,t4,s7,Qx,0.0041
VOX,p2,t4,s8,Qx,0.0056
WAVE,p2,t4,s1,Qy,0.0302
WAVE,p2,t4,s2,Qy,0.0411
WAVE,p2,t4,s3,Qy,0.033
WAVE,p2,t4,s4,Qy,0.0318
WAVE,p2,t4,s5,Qy,0.0256
WAVE,p2,t4,s6,Qy,0.0588
WAVE,p2,t4,s7,Qy,0.0465
WAVE,p2,t4,s8,Qy,0.0779
VOX,p2,t4,s1,Qy,0.0043
VOX,p2,t4,s2,Qy,0.0054
VOX,p2,t4,s3,Qy,0.0042
VOX,p2,t4,s4,Qy,0.0056
VOX,p2,t4,s5,Qy,0.0042
VOX,p2,t4,s6,Qy,0.006
VOX,p2,t4,s7,Qy,0.0047
VOX,p2,t4,s8,Qy,0.0098
WAVE,p2,t4,s1,Qz,0.052
WAVE,p2,t4,s2,Qz,0.0522
WAVE,p2,t4,s3,Qz,0.0225
WAVE,p2,t4,s4,Qz,0.0315
WAVE,p2,t4,s5,Qz,0.0308
WAVE,p2,t4,s6,Qz,0.0312
WAVE,p2,t4,s7,Qz,0.0145
WAVE,p2,t4,s8,Qz,0.0421
VOX,p2,t4,s1,Qz,0.0029
VOX,p2,t4,s2,Qz,0.0036
VOX,p2,t4,s3,Qz,0.0041
VOX,p2,t4,s4,Qz,0.0039
VOX,p2,t4,s5,Qz,0.0027
VOX,p2,t4,s6,Qz,0.0045
VOX,p2,t4,s7,Qz,0.0038
VOX,p2,t4,s8,Qz,0.0087
WAVE,p2,t4,s1,pitch,0.016
WAVE,p2,t4,s2,pitch,0.0117
WAVE,p2,t4,s3,pitch,0.0054
WAVE,p2,t4,s4,pitch,0.0086
WAVE,p2,t4,s5,pitch,0.004
WAVE,p2,t4,s6,pitch,0.0068
WAVE,p2,t4,s7,pitch,0.0077
WAVE,p2,t4,s8,pitch,0.0069
VOX,p2,t4,s1,pitch,0.0036
VOX,p2,t4,s2,pitch,0.004
VOX,p2,t4,s3,pitch,0.0031
VOX,p2,t4,s4,pitch,0.0028
VOX,p2,t4,s5,pitch,0.0028
VOX,p2,t4,s6,pitch,0.0037
VOX,p2,t4,s7,pitch,0.0034
VOX,p2,t4,s8,pitch,0.0045
WAVE,p2,t4,s1,yaw,0.015
WAVE,p2,t4,s2,yaw,0.0328
WAVE,p2,t4,s3,yaw,0.0352
WAVE,p2,t4,s4,yaw,0.0095
WAVE,p2,t4,s5,yaw,0.0139
WAVE,p2,t4,s6,yaw,0.0387
WAVE,p2,t4,s7,yaw,0.1782
WAVE,p2,t4,s8,yaw,0.0281
VOX,p2,t4,s1,yaw,0.1026
VOX,p2,t4,s2,yaw,0.0003
VOX,p2,t4,s3,yaw,0.0432
VOX,p2,t4,s4,yaw,0.0001
VOX,p2,t4,s5,yaw,0.0675
VOX,p2,t4,s6,yaw,0.0004
VOX,p2,t4,s7,yaw,0.0525
VOX,p2,t4,s8,yaw,0.0004
WAVE,p3,t4,s1,Qx,0.0494
WAVE,p3,t4,s2,Qx,0.0832
WAVE,p3,t4,s3,Qx,0.0278
WAVE,p3,t4,s4,Qx,0.0727
WAVE,p3,t4,s5,Qx,0.0657
WAVE,p3,t4,s6,Qx,0.0599
WAVE,p3,t4,s7,Qx,0.0389
WAVE,p3,t4,s8,Qx,0.0938
VOX,p3,t4,s1,Qx,0.0092
VOX,p3,t4,s2,Qx,0.0107
VOX,p3,t4,s3,Qx,0.0088
VOX,p3,t4,s4,Qx,0.0106
VOX,p3,t4,s5,Qx,0.0076
VOX,p3,t4,s6,Qx,0.0109
VOX,p3,t4,s7,Qx,0.0089
VOX,p3,t4,s8,Qx,0.0131
WAVE,p3,t4,s1,Qy,0.0722
WAVE,p3,t4,s2,Qy,0.1063
WAVE,p3,t4,s3,Qy,0.0669
WAVE,p3,t4,s4,Qy,0.0634
WAVE,p3,t4,s5,Qy,0.0608
WAVE,p3,t4,s6,Qy,0.1335
WAVE,p3,t4,s7,Qy,0.1041
WAVE,p3,t4,s8,Qy,0.1787
VOX,p3,t4,s1,Qy,0.0097
VOX,p3,t4,s2,Qy,0.0116
VOX,p3,t4,s3,Qy,0.0111
VOX,p3,t4,s4,Qy,0.0123
VOX,p3,t4,s5,Qy,0.0101
VOX,p3,t4,s6,Qy,0.0149
VOX,p3,t4,s7,Qy,0.0116
VOX,p3,t4,s8,Qy,0.0224
WAVE,p3,t4,s1,Qz,0.0923
WAVE,p3,t4,s2,Qz,0.1034
WAVE,p3,t4,s3,Qz,0.0666
WAVE,p3,t4,s4,Qz,0.0894
WAVE,p3,t4,s5,Qz,0.055
WAVE,p3,t4,s6,Qz,0.0738
WAVE,p3,t4,s7,Qz,0.0425
WAVE,p3,t4,s8,Qz,0.1056
VOX,p3,t4,s1,Qz,0.0059
VOX,p3,t4,s2,Qz,0.0084
VOX,p3,t4,s3,Qz,0.0084
VOX,p3,t4,s4,Qz,0.0078
VOX,p3,t4,s5,Qz,0.0065
VOX,p3,t4,s6,Qz,0.0097
VOX,p3,t4,s7,Qz,0.0075
VOX,p3,t4,s8,Qz,0.0152
WAVE,p3,t4,s1,pitch,0.0202
WAVE,p3,t4,s2,pitch,0.0182
WAVE,p3,t4,s3,pitch,0.0106
WAVE,p3,t4,s4,pitch,0.0165
WAVE,p3,t4,s5,pitch,0.0082
WAVE,p3,t4,s6,pitch,0.0124
WAVE,p3,t4,s7,pitch,0.0145
WAVE,p3,t4,s8,pitch,0.0127
VOX,p3,t4,s1,pitch,0.006
VOX,p3,t4,s2,pitch,0.0062
VOX,p3,t4,s3,pitch,0.0059
VOX,p3,t4,s4,pitch,0.0065
VOX,p3,t4,s5,pitch,0.005
VOX,p3,t4,s6,pitch,0.0063
VOX,p3,t4,s7,pitch,0.006
VOX,p3,t4,s8,pitch,0.0082
WAVE,p3,t4,s1,yaw,0.0285
WAVE,p3,t4,s2,yaw,0.0606
WAVE,p3,t4,s3,yaw,0.0854
WAVE,p3,t4,s4,yaw,0.0179
WAVE,p3,t4,s5,yaw,0.0234
WAVE,p3,t4,s6,yaw,0.079
WAVE,p3,t4,s7,yaw,0.2531
WAVE,p3,t4,s8,yaw,0.0516
VOX,p3,t4,s1,yaw,0.1854
VOX,p3,t4,s2,yaw,0.0004
VOX,p3,t4,s3,yaw,0.0712
VOX,p3,t4,s4,yaw,0.0001
VOX,p3,t4,s5,yaw,0.136
VOX,p3,t4,s6,yaw,0.0007
VOX,p3,t4,s7,yaw,0.1004
VOX,p3,t4,s8,yaw,0.0008
WAVE,p4,t4,s1,Qx,0.1291
WAVE,p4,t4,s2,Qx,0.1823
WAVE,p4,t4,s3,Qx,0.0759
WAVE,p4,t4,s4,Qx,0.1541
WAVE,p4,t4,s5,Qx,0.1544
WAVE,p4,t4,s6,Qx,0.1361
WAVE,p4,t4,s7,Qx,0.0891
WAVE,p4,t4,s8,Qx,0.2056
VOX,p4,t4,s1,Qx,0.0178
VOX,p4,t4,s2,Qx,0.0234
VOX,p4,t4,s3,Qx,0.02
VOX,p4,t4,s4,Qx,0.0215
VOX,p4,t4,s5,Qx,0.0163
VOX,p4,t4,s6,Qx,0.0218
VOX,p4,t4,s7,Qx,0.019
VOX,p4,t4,s8,Qx,0.0265
WAVE,p4,t4,s1,Qy,0.1825
WAVE,p4,t4,s2,Qy,0.219
WAVE,p4,t4,s3,Qy,0.1266
WAVE,p4,t4,s4,Qy,0.1233
WAVE,p4,t4,s5,Qy,0.1489
WAVE,p4,t4,s6,Qy,0.2651
WAVE,p4,t4,s7,Qy,0.1961
WAVE,p4,t4,s8,Qy,0.3707
VOX,p4,t4,s1,Qy,0.0192
VOX,p4,t4,s2,Qy,0.024
VOX,p4,t4,s3,Qy,0.0229
VOX,p4,t4,s4,Qy,0.0254
VOX,p4,t4,s5,Qy,0.0208
VOX,p4,t4,s6,Qy,0.0265
VOX,p4,t4,s7,Qy,0.0233
VOX,p4,t4,s8,Qy,0.0389
WAVE,p4,t4,s1,Qz,0.173
WAVE,p4,t4,s2,Qz,0.1748
WAVE,p4,t4,s3,Qz,0.1353
WAVE,p4,t4,s4,Qz,0.1886
WAVE,p4,t4,s5,Qz,0.1108
WAVE,p4,t4,s6,Qz,0.1571
WAVE,p4,t4,s7,Qz,0.1098
WAVE,p4,t4,s8,Qz,0.2578
VOX,p4,t4,s1,Qz,0.0137
VOX,p4,t4,s2,Qz,0.0168
VOX,p4,t4,s3,Qz,0.0169
VOX,p4,t4,s4,Qz,0.0169
VOX,p4,t4,s5,Qz,0.0125
VOX,p4,t4,s6,Qz,0.0176
VOX,p4,t4,s7,Qz,0.0135
VOX,p4,t4,s8,Qz,0.0233
WAVE,p4,t4,s1,pitch,0.0309
WAVE,p4,t4,s2,pitch,0.0273
WAVE,p4,t4,s3,pitch,0.0165
WAVE,p4,t4,s4,pitch,0.0271
WAVE,p4,t4,s5,pitch,0.0137
WAVE,p4,t4,s6,pitch,0.0215
WAVE,p4,t4,s7,pitch,0.028
WAVE,p4,t4,s8,pitch,0.0212
VOX,p4,t4,s1,pitch,0.0099
VOX,p4,t4,s2,pitch,0.0119
VOX,p4,t4,s3,pitch,0.0107
VOX,p4,t4,s4,pitch,0.0111
VOX,p4,t4,s5,pitch,0.0092
VOX,p4,t4,s6,pitch,0.0114
VOX,p4,t4,s7,pitch,0.0109
VOX,p4,t4,s8,pitch,0.0139
WAVE,p4,t4,s1,yaw,0.0616
WAVE,p4,t4,s2,yaw,0.0934
WAVE,p4,t4,s3,yaw,0.1987
WAVE,p4,t4,s4,yaw,0.0314
WAVE,p4,t4,s5,yaw,0.0458
WAVE,p4,t4,s6,yaw,0.1448
WAVE,p4,t4,s7,yaw,0.3924
WAVE,p4,t4,s8,yaw,0.0919
VOX,p4,t4,s1,yaw,0.2777
VOX,p4,t4,s2,yaw,0.0007
VOX,p4,t4,s3,yaw,0.1207
VOX,p4,t4,s4,yaw,0.0002
VOX,p4,t4,s5,yaw,0.2364
VOX,p4,t4,s6,yaw,0.0012
VOX,p4,t4,s7,yaw,0.1752
VOX,p4,t4,s8,yaw,0.0013
WAVE,p5,t4,s1,Qx,0.2831
WAVE,p5,t4,s2,Qx,0.4221
WAVE,p5,t4,s3,Qx,0.1616
WAVE,p5,t4,s4,Qx,0.3074
WAVE,p5,t4,s5,Qx,0.3262
WAVE,p5,t4,s6,Qx,0.264
WAVE,p5,t4,s7,Qx,0.1585
WAVE,p5,t4,s8,Qx,0.3935
VOX,p5,t4,s1,Qx,0.0358
VOX,p5,t4,s2,Qx,0.0421
VOX,p5,t4,s3,Qx,0.0431
VOX,p5,t4,s4,Qx,0.0437
VOX,p5,t4,s5,Qx,0.0352
VOX,p5,t4,s6,Qx,0.0439
VOX,p5,t4,s7,Qx,0.0351
VOX,p5,t4,s8,Qx,0.0452
WAVE,p5,t4,s1,Qy,0.3659
WAVE,p5,t4,s2,Qy,0.4517
WAVE,p5,t4,s3,Qy,0.2644
WAVE,p5,t4,s4,Qy,0.2428
WAVE,p5,t4,s5,Qy,0.332
WAVE,p5,t4,s6,Qy,0.5003
WAVE,p5,t4,s7,Qy,0.3341
WAVE,p5,t4,s8,Qy,0.6659
VOX,p5,t4,s1,Qy,0.0357
VOX,p5,t4,s2,Qy,0.0479
VOX,p5,t4,s3,Qy,0.0454
VOX,p5,t4,s4,Qy,0.0495
VOX,p5,t4,s5,Qy,0.0409
VOX,p5,t4,s6,Qy,0.057
VOX,p5,t4,s7,Qy,0.0432
VOX,p5,t4,s8,Qy,0.0691
WAVE,p5,t4,s1,Qz,0.283
WAVE,p5,t4,s2,Qz,0.2956
WAVE,p5,t4,s3,Qz,0.2616
WAVE,p5,t4,s4,Qz,0.3997
WAVE,p5,t4,s5,Qz,0.2488
WAVE,p5,t4,s6,Qz,0.3185
WAVE,p5,t4,s7,Qz,0.2507
WAVE,p5,t4,s8,Qz,0.548
VOX,p5,t4,s1,Qz,0.0258
VOX,p5,t4,s2,Qz,0.0339
VOX,p5,t4,s3,Qz,0.0352
VOX,p5,t4,s4,Qz,0.0335
VOX,p5,t4,s5,Qz,0.0238
VOX,p5,t4,s6,Qz,0.0334
VOX,p5,t4,s7,Qz,0.0288
VOX,p5,t4,s8,Qz,0.0395
WAVE,p5,t4,s1,pitch,0.0442
WAVE,p5,t4,s2,pitch,0.0423
WAVE,p5,t4,s3,pitch,0.0272
WAVE,p5,t4,s4,pitch,0.0392
WAVE,p5,t4,s5,pitch,0.0231
WAVE,p5,t4,s6,pitch,0.0365
WAVE,p5,t4,s7,pitch,0.0435
WAVE,p5,t4,s8,pitch,0.0274
VOX,p5,t4,s1,pitch,0.0169
VOX,p5,t4,s2,pitch,0.0188
VOX,p5,t4,s3,pitch,0.0198
VOX,p5,t4,s4,pitch,0.0205
VOX,p5,t4,s5,pitch,0.0174
VOX,p5,t4,s6,pitch,0.0193
VOX,p5,t4,s7,pitch,0.0172
VOX,p5,t4,s8,pitch,0.0208
WAVE,p5,t4,s1,yaw,0.1101
WAVE,p5,t4,s2,yaw,0.1624
WAVE,p5,t4,s3,yaw,0.366
WAVE,p5,t4,s4,yaw,0.0453
WAVE,p5,t4,s5,yaw,0.0816
WAVE,p5,t4,s6,yaw,0.2413
WAVE,p5,t4,s7,yaw,0.5617
WAVE,p5,t4,s8,yaw,0.1523
VOX,p5,t4,s1,yaw,0.4389
VOX,p5,t4,s2,yaw,0.0012
VOX,p5,t4,s3,yaw,0.2047
VOX,p5,t4,s4,yaw,0.0004
VOX,p5,t4,s5,yaw,0.398
VOX,p5,t4,s6,yaw,0.0021
VOX,p5,t4,s7,yaw,0.2766
VOX,p5,t4,s8,yaw,0.0021
WAVE,p6,t4,s1,Qx,0.6847
WAVE,p6,t4,s2,Qx,1.035
WAVE,p6,t4,s3,Qx,0.4103
WAVE,p6,t4,s4,Qx,0.7047
WAVE,p6,t4,s5,Qx,0.8079
WAVE,p6,t4,s6,Qx,0.5355
WAVE,p6,t4,s7,Qx,0.3699
WAVE,p6,t4,s8,Qx,0.8634
VOX,p6,t4,s1,Qx,0.0708
VOX,p6,t4,s2,Qx,0.0892
VOX,p6,t4,s3,Qx,0.083
VOX,p6,t4,s4,Qx,0.0834
VOX,p6,t4,s5,Qx,0.0759
VOX,p6,t4,s6,Qx,0.0948
VOX,p6,t4,s7,Qx,0.0718
VOX,p6,t4,s8,Qx,0.0933
WAVE,p6,t4,s1,Qy,0.7704
WAVE,p6,t4,s2,Qy,1.1654
WAVE,p6,t4,s3,Qy,0.6076
WAVE,p6,t4,s4,Qy,0.5683
WAVE,p6,t4,s5,Qy,0.7944
WAVE,p6,t4,s6,Qy,1.1375
WAVE,p6,t4,s7,Qy,0.7129
WAVE,p6,t4,s8,Qy,1.3358
VOX,p6,t4,s1,Qy,0.0659
VOX,p6,t4,s2,Qy,0.0873
VOX,p6,t4,s3,Qy,0.0864
VOX,p6,t4,s4,Qy,0.0902
VOX,p6,t4,s5,Qy,0.078
VOX,p6,t4,s6,Qy,0.0982
VOX,p6,t4,s7,Qy,0.0773
VOX,p6,t4,s8,Qy,0.1115
WAVE,p6,t4,s1,Qz,0.5267
WAVE,p6,t4,s2,Qz,0.6906
WAVE,p6,t4,s3,Qz,0.5155
WAVE,p6,t4,s4,Qz,0.9384
WAVE,p6,t4,s5,Qz,0.5872
WAVE,p6,t4,s6,Qz,0.7204
WAVE,p6,t4,s7,Qz,0.5837
WAVE,p6,t4,s8,Qz,1.2664
VOX,p6,t4,s1,Qz,0.0541
VOX,p6,t4,s2,Qz,0.0657
VOX,p6,t4,s3,Qz,0.0608
VOX,p6,t4,s4,Qz,0.0566
VOX,p6,t4,s5,Qz,0.0518
VOX,p6,t4,s6,Qz,0.0576
VOX,p6,t4,s7,Qz,0.0516
VOX,p6,t4,s8,Qz,0.0664
WAVE,p6,t4,s1,pitch,0.0688
WAVE,p6,t4,s2,pitch,0.0721
WAVE,p6,t4,s3,pitch,0.0394
WAVE,p6,t4,s4,pitch,0.076
WAVE,p6,t4,s5,pitch,0.0425
WAVE,p6,t4,s6,pitch,0.0568
WAVE,p6,t4,s7,pitch,0.086
WAVE,p6,t4,s8,pitch,0.0462
VOX,p6,t4,s1,pitch,0.0283
VOX,p6,t4,s2,pitch,0.0336
VOX,p6,t4,s3,pitch,0.0327
VOX,p6,t4,s4,pitch,0.0331
VOX,p6,t4,s5,pitch,0.0323
VOX,p6,t4,s6,pitch,0.0354
VOX,p6,t4,s7,pitch,0.0293
VOX,p6,t4,s8,pitch,0.0363
WAVE,p6,t4,s1,yaw,0.211
WAVE,p6,t4,s2,yaw,0.3338
WAVE,p6,t4,s3,yaw,0.7554
WAVE,p6,t4,s4,yaw,0.0932
WAVE,p6,t4,s5,yaw,0.1659
WAVE,p6,t4,s6,yaw,0.4219
WAVE,p6,t4,s7,yaw,0.9236
WAVE,p6,t4,s8,yaw,0.2674
VOX,p6,t4,s1,yaw,0.6474
VOX,p6,t4,s2,yaw,0.0021
VOX,p6,t4,s3,yaw,0.3269
VOX,p6,t4,s4,yaw,0.0009
VOX,p6,t4,s5,yaw,0.6396
VOX,p6,t4,s6,yaw,0.0041
VOX,p6,t4,s7,yaw,0.4011
VOX,p6,t4,s8,yaw,0.0035
WAVE,p7,t4,s1,Qx,0.0263
WAVE,p7,t4,s2,Qx,0.0167
WAVE,p7,t4,s3,Qx,0.0319
WAVE,p7,t4,s4,Qx,0.0566
WAVE,p7,t4,s5,Qx,0.0429
WAVE,p7,t4,s6,Qx,0.178
WAVE,p7,t4,s7,Qx,0.0853
WAVE,p7,t4,s8,Qx,0.1221
VOX,p7,t4,s1,Qx,0.0021
VOX,p7,t4,s2,Qx,0.0028
VOX,p7,t4,s3,Qx,0.0045
VOX,p7,t4,s4,Qx,0.006
VOX,p7,t4,s5,Qx,0.0068
VOX,p7,t4,s6,Qx,0.0096
VOX,p7,t4,s7,Qx,0.0124
VOX,p7,t4,s8,Qx,0.0116
WAVE,p7,t4,s1,Qy,0.0291
WAVE,p7,t4,s2,Qy,0.0203
WAVE,p7,t4,s3,Qy,0.0304
WAVE,p7,t4,s4,Qy,0.0304
WAVE,p7,t4,s5,Qy,0.0433
WAVE,p7,t4,s6,Qy,0.167
WAVE,p7,t4,s7,Qy,0.0728
WAVE,p7,t4,s8,Qy,0.1295
VOX,p7,t4,s1,Qy,0.0038
VOX,p7,t4,s2,Qy,0.0047
VOX,p7,t4,s3,Qy,0.0074
VOX,p7,t4,s4,Qy,0.009
VOX,p7,t4,s5,Qy,0.0103
VOX,p7,t4,s6,Qy,0.014
VOX,p7,t4,s7,Qy,0.0173
VOX,p7,t4,s8,Qy,0.0162
WAVE,p7,t4,s1,Qz,0.0291
WAVE,p7,t4,s2,Qz,0.0198
WAVE,p7,t4,s3,Qz,0.0501
WAVE,p7,t4,s4,Qz,0.0408
WAVE,p7,t4,s5,Qz,0.0517
WAVE,p7,t4,s6,Qz,0.2492
WAVE,p7,t4,s7,Qz,0.2421
WAVE,p7,t4,s8,Qz,0.1983
VOX,p7,t4,s1,Qz,0.0025
